Date and Time:,2015-05-11 11:32:38.8
Player:,Adam
 
Optimal Path,Actual Path
400.0,432.0
483.0,432.0
505.0,460.0
545.0,484.0
498.0,424.0
390.0,304.0
253.0,184.0
202.0,232.0
270.0,352.0
415.0,468.0
623.0,592.0
693.0,644.0
591.0,520.0
383.0,404.0
236.0,280.0
191.0,164.0
276.0,288.0
400.0,368.0
404.0,368.0
405.0,368.0
403.0,368.0
388.0,368.0
352.0,340.0
345.0,312.0
370.0,368.0
456.0,456.0
592.0,580.0
609.0,504.0
499.0,376.0
276.0,332.0
64.0,364.0
49.0,248.0
248.0,344.0
475.0,464.0
604.0,580.0
612.0,476.0
496.0,484.0
310.0,360.0
169.0,236.0
169.0,224.0
304.0,344.0
443.0,464.0
506.0,416.0
505.0,488.0
438.0,432.0
380.0,480.0
358.0,540.0
362.0,420.0
387.0,428.0
533.0,456.0
693.0,576.0
676.0,540.0
487.0,416.0
239.0,292.0
89.0,172.0
126.0,180.0
325.0,300.0
418.0,396.0
435.0,396.0
431.0,396.0
407.0,364.0
305.0,264.0
229.0,248.0
254.0,280.0
364.0,364.0
479.0,488.0
547.0,488.0
527.0,436.0
431.0,416.0
282.0,536.0
187.0,572.0
222.0,500.0
366.0,376.0
452.0,500.0
612.0,592.0
640.0,516.0
524.0,396.0
339.0,276.0
193.0,172.0
174.0,288.0
293.0,328.0
472.0,458.8001
625.0,478.80048
646.0,392.00085
522.0,308.00122
369.0,314.4013
311.0,286.40158
306.0,343.60162
359.0,368.802
422.0,420.80237
472.0,336.80273
476.0,330.00293
435.0,392.80328
326.0,306.00366
210.0,222.00359
208.0,271.2035
325.0,340.4038
499.0,501.6042
564.0,578.40436
631.0,554.40436
559.0,430.40436
383.0,306.40436
160.0,178.40436
87.0,126.40436
202.0,242.40436
400.0,354.40436
413.0,354.40436
418.0,354.40436
412.0,354.40436
392.0,318.40436
283.0,234.40436
247.0,266.40436
