Date and Time:,2015-05-11 01:04:57.41
Player:,Adam Cole
 
Optimal Path,Actual Path
400.0,686.5
467.0,686.5
449.0,518.5
467.0,394.5
445.0,274.5
398.0,282.5
375.0,370.5
367.0,330.5
379.0,330.5
439.0,378.5
612.0,498.5
699.0,622.5
600.0,686.5
382.0,686.5
146.0,578.5
68.0,488.5
190.0,395.5
436.0,305.5
640.0,212.5
731.0,179.5
616.0,250.5
361.0,280.5
101.0,255.5
26.0,189.5
169.0,327.5
439.0,482.5
582.0,544.5
656.0,451.5
571.0,361.5
389.0,352.5
247.0,398.5
195.0,449.5
271.0,444.5
421.0,342.5
549.0,466.5
606.0,566.5
538.0,566.5
394.0,566.5
342.0,566.5
324.0,566.5
352.0,566.5
419.0,566.5
679.0,558.5
774.0,434.5
643.0,322.5
398.0,398.5
384.0,394.5
381.0,270.5
388.0,318.5
428.0,446.5
621.0,570.5
677.0,622.5
564.0,498.5
358.0,378.5
184.0,266.5
138.0,246.5
255.0,366.5
455.0,490.5
656.0,610.5
699.0,494.5
566.0,374.5
357.0,254.5
226.0,134.5
202.0,118.5
298.0,242.5
450.0,366.5
569.0,490.5
584.0,390.5
487.0,314.5
292.0,294.5
87.0,254.5
73.0,270.5
259.0,390.5
434.0,510.5
499.0,518.5
505.0,502.5
447.0,374.5
337.0,246.5
239.0,242.5
239.0,362.5
337.0,470.5
453.0,383.5
524.0,326.5
519.0,368.5
440.0,302.5
307.0,332.5
214.0,361.5
