Date and Time:,2015-05-06 12:58:50.463
Player:,null
 
Optimal Path,Actual Path
400.0,493.5
612.0,554.5
668.0,431.5
565.0,352.5
387.0,320.5
328.0,285.5
313.0,343.5
351.0,409.5
450.0,503.5
578.0,552.5
645.0,449.5
559.0,336.5
371.0,216.5
184.0,189.5
130.0,278.5
235.0,366.5
430.0,456.5
537.0,544.5
592.0,448.5
532.0,330.5
386.0,209.5
209.0,185.5
144.0,260.5
239.0,333.5
407.0,418.5
450.0,436.5
470.0,436.5
447.0,436.5
396.0,342.5
350.0,326.5
334.0,326.5
358.0,358.5
406.0,389.5
433.0,369.5
446.0,369.5
432.0,339.5
387.0,319.5
220.0,261.5
158.0,217.5
238.0,190.5
414.0,204.5
600.0,219.5
674.0,239.5
578.0,255.5
394.0,223.5
362.0,241.5
352.0,270.5
370.0,362.5
408.0,417.5
624.0,476.5
700.0,461.5
590.0,375.5
387.0,317.5
320.0,329.5
303.0,382.5
342.0,439.5
435.0,497.5
661.0,499.5
718.0,470.5
544.0,348.5
306.0,202.5
144.0,251.5
143.0,290.5
300.0,347.5
440.0,404.5
536.0,461.5
547.0,436.5
470.0,292.5
293.0,185.5
89.0,180.5
75.0,175.5
252.0,237.5
486.0,313.5
650.0,313.5
667.0,366.5
527.0,424.5
358.0,424.5
287.0,424.5
285.0,459.5
353.0,517.5
462.0,535.5
561.0,535.5
559.0,434.5
462.0,347.5
358.0,347.5
307.0,368.5
312.0,399.5
369.0,461.5
456.0,502.5
524.0,502.5
519.0,414.5
440.0,368.5
355.0,368.5
305.0,368.5
314.0,336.5
375.0,394.5
574.0,457.5
754.0,429.5
712.0,422.5
485.0,427.5
384.0,440.5
370.0,427.5
375.0,440.5
394.0,472.5
549.0,530.5
689.0,546.5
655.0,514.5
469.0,406.5
