Date and Time:,2015-05-11 11:22:45.216
Player:,Adam Cole
 
Optimal Path,Actual Path
400.0,140.0
450.0,140.0
458.0,332.0
482.0,452.0
458.0,572.0
397.0,516.0
144.0,396.0
42.0,260.0
162.0,368.0
417.0,400.0
574.0,400.0
628.0,400.0
544.0,400.0
383.0,460.0
280.0,600.0
250.0,710.0
308.0,710.0
400.0,658.0
403.0,538.0
405.0,426.0
403.0,406.0
395.0,282.0
273.0,158.0
230.0,74.0
289.0,198.0
402.0,322.0
413.0,446.0
418.0,570.0
412.0,582.0
360.0,458.0
100.0,334.0
25.0,246.0
177.0,314.0
444.0,374.0
605.0,374.0
682.0,374.0
589.0,374.0
391.0,262.0
281.0,142.0
241.0,114.0
300.0,238.0
400.0,362.0
400.0,482.0
400.0,514.0
400.0,390.0
373.0,266.0
148.0,258.0
70.0,302.0
191.0,366.0
400.0,486.0
510.0,598.0
551.0,530.0
501.0,406.0
390.0,278.0
304.0,158.0
274.0,150.0
320.0,274.0
417.0,398.0
565.0,518.0
616.0,642.0
537.0,594.0
365.0,474.0
142.0,354.0
77.0,354.0
209.0,354.0
438.0,462.0
688.0,474.0
760.0,354.0
614.0,230.0
396.0,206.0
380.0,162.0
376.0,286.0
386.0,406.0
436.0,526.0
670.0,626.0
738.0,506.0
607.0,386.0
366.0,266.0
195.0,146.0
150.0,186.0
257.0,310.0
453.0,434.0
618.0,554.0
653.0,518.0
530.0,398.0
306.0,278.0
106.0,158.0
82.0,190.0
247.0,310.0
455.0,378.0
587.0,378.0
604.0,378.0
496.0,378.0
299.0,350.0
112.0,326.0
95.0,326.0
261.0,406.0
410.0,526.0
429.0,582.0
431.0,482.0
414.0,358.0
379.0,294.0
345.0,294.0
344.0,310.0
377.0,414.0
462.0,450.0
570.0,462.0
576.0,422.0
477.0,386.0
366.0,354.0
313.0,354.0
314.0,374.0
368.0,394.0
439.0,422.0
486.0,458.0
480.0,426.0
423.0,298.0
395.0,278.0
392.0,254.0
393.0,306.0
398.0,386.80017
451.0,382.80054
496.0,392.00092
483.0,412.00128
417.0,393.20166
324.0,398.40204
272.0,435.60242
299.0,472.8028
386.0,508.80316
411.0,544.8035
417.0,582.0039
413.0,618.0043
401.0,655.20465
167.0,680.4049
43.0,680.4049
128.0,680.4049
372.0,680.4049
609.0,680.4049
731.0,680.4049
652.0,648.4049
417.0,524.4049
315.0,400.4049
277.0,396.4049
313.0,432.4049
401.0,512.4049
438.0,552.4049
452.0,516.4049
434.0,456.4049
375.0,336.4049
160.0,320.4049
95.0,320.4049
