Date and Time:,2015-05-06 13:03:15.949
Player:,null
 
Optimal Path,Actual Path
400.0,553.5
636.0,611.5
732.0,504.5
626.0,412.5
396.0,372.5
333.0,340.5
310.0,349.5
341.0,437.5
416.0,493.5
528.0,516.5
580.0,464.5
524.0,346.5
397.0,291.5
317.0,291.5
289.0,339.5
327.0,429.5
413.0,517.5
513.0,520.5
556.0,429.5
505.0,311.5
387.0,190.5
216.0,160.5
153.0,250.5
239.0,340.5
403.0,405.5
426.0,405.5
437.0,405.5
426.0,413.5
399.0,501.5
161.0,593.5
72.0,682.5
180.0,679.5
426.0,617.5
643.0,687.5
735.0,749.5
630.0,749.5
394.0,749.5
317.0,666.5
292.0,549.5
330.0,428.5
401.0,361.5
408.0,360.5
411.0,367.5
408.0,335.5
394.0,253.5
321.0,206.5
294.0,95.5
339.0,84.5
413.0,114.5
499.0,174.5
523.0,230.5
473.0,287.5
342.0,346.5
100.0,344.5
37.0,403.5
191.0,398.5
429.0,424.5
534.0,427.5
560.0,295.5
489.0,264.5
383.0,234.5
331.0,203.5
322.0,173.5
358.0,142.5
441.0,134.5
515.0,132.5
558.0,109.5
509.0,169.5
394.0,228.5
325.0,284.5
300.0,239.5
337.0,290.5
433.0,348.5
585.0,377.5
662.0,391.5
579.0,394.5
394.0,409.5
321.0,378.5
297.0,389.5
335.0,437.5
436.0,493.5
642.0,532.5
742.0,477.5
634.0,409.5
396.0,345.5
349.0,345.5
