Date and Time:,2015-05-11 01:01:11.312
Player:,Adam Cole
 
Optimal Path,Actual Path
400.0,363.5
385.0,363.5
434.0,431.5
447.0,431.5
432.0,431.5
383.0,327.5
135.0,203.5
51.0,83.5
178.0,187.5
405.0,311.5
457.0,403.5
473.0,439.5
443.0,415.5
331.0,477.5
88.0,455.5
30.0,281.5
202.0,215.5
445.0,275.5
568.0,335.5
591.0,393.5
498.0,455.5
396.0,271.5
390.0,207.5
389.0,269.5
395.0,331.5
418.0,179.5
454.0,223.5
458.0,331.5
427.0,387.5
288.0,263.5
97.0,143.5
87.0,115.5
264.0,231.5
500.0,355.5
694.0,475.5
707.0,595.5
532.0,583.5
309.0,463.5
170.0,343.5
165.0,227.5
304.0,291.5
503.0,419.5
637.0,535.5
629.0,567.5
484.0,443.5
298.0,319.5
186.0,195.5
204.0,259.5
337.0,359.5
408.0,391.5
512.0,491.5
547.0,491.5
493.0,411.5
364.0,287.5
134.0,163.5
68.0,103.5
197.0,219.5
418.0,227.5
512.0,263.5
540.0,251.5
486.0,135.5
350.0,63.5
103.0,123.5
37.0,119.5
184.0,239.5
457.0,359.5
696.0,479.5
760.0,599.5
599.0,543.5
375.0,419.5
308.0,299.5
299.0,269.5
352.0,261.5
509.0,323.5
697.0,383.5
708.0,447.5
526.0,481.5
300.0,301.5
158.0,115.5
163.0,77.5
313.0,139.5
467.0,199.5
548.0,257.5
540.0,321.5
444.0,383.5
224.0,261.5
46.0,89.5
81.0,141.5
304.0,203.5
479.0,265.5
567.0,325.5
556.0,385.5
454.0,431.5
340.0,309.5
275.0,259.5
284.0,295.5
363.0,331.5
535.0,459.5
663.0,587.5
626.0,615.5
456.0,495.5
357.0,375.5
326.0,283.5
339.0,315.5
388.0,343.5
413.0,415.5
423.0,415.5
419.0,415.5
403.0,395.5
203.0,271.5
88.0,151.5
162.0,151.5
383.0,275.5
419.0,395.5
467.0,431.5
