Date and Time:,2015-05-11 01:14:28.391
Player:,Enter your name here.
 
Optimal Path,Actual Path
400.0,512.0
565.0,512.0
372.0,344.0
322.0,216.0
320.0,148.0
366.0,272.0
429.0,396.0
578.0,448.0
622.0,448.0
532.0,428.0
352.0,380.0
152.0,380.0
100.0,276.0
227.0,276.0
418.0,352.0
472.0,472.0
501.0,500.0
468.0,376.0
400.0,436.0
400.0,344.0
400.0,220.0
400.0,264.0
428.0,388.0
532.0,512.0
581.0,584.0
525.0,464.0
386.0,340.0
207.0,220.0
141.0,200.0
231.0,324.0
419.0,444.0
576.0,564.0
649.0,608.0
567.0,484.0
376.0,360.0
165.0,332.0
100.0,368.0
222.0,436.0
447.0,520.0
588.0,644.0
659.0,580.0
573.0,460.0
398.0,340.0
380.0,216.0
375.0,252.0
384.0,376.0
431.0,500.0
639.0,552.0
699.0,432.0
583.0,312.0
364.0,188.0
216.0,168.0
177.0,188.0
277.0,312.0
440.0,436.0
549.0,472.0
571.0,388.0
488.0,388.0
317.0,364.0
141.0,336.0
124.0,336.0
274.0,376.0
400.0,406.0
401.0,400.0
401.0,436.0
400.0,374.0
389.0,338.0
374.0,350.0
373.0,334.0
388.0,354.0
429.0,416.0
454.0,478.0
475.0,538.0
451.0,482.0
399.0,330.0
393.0,144.0
392.0,202.0
394.0,322.0
413.0,374.0
535.0,374.0
586.0,374.0
524.0,334.0
379.0,210.0
195.0,102.0
131.0,138.0
225.0,254.0
400.0,374.0
411.0,498.0
414.0,522.0
409.0,458.0
362.0,334.0
164.0,214.0
106.0,114.0
230.0,238.0
433.0,358.0
536.0,390.0
587.0,390.0
529.0,390.0
390.0,318.0
150.0,194.0
64.0,122.0
182.0,246.0
400.0,374.0
401.0,494.0
402.0,614.0
401.0,634.0
390.0,514.0
153.0,386.0
69.0,266.0
179.0,318.0
419.0,438.0
646.0,558.0
747.0,654.0
639.0,534.0
390.0,410.0
255.0,286.0
211.0,194.0
280.0,310.0
435.0,430.0
640.0,554.0
738.0,506.0
625.0,382.0
378.0,254.0
190.0,222.0
126.0,222.0
227.0,222.0
