Date and Time:,2015-05-10 22:18:33.038
Player:,Enter your name here.
 
Optimal Path,Actual Path
400.0,635.5
270.0,635.5
171.0,455.5
213.0,339.5
365.0,267.5
468.0,327.5
685.0,399.5
723.0,399.5
560.0,399.5
356.0,387.5
271.0,263.5
268.0,159.5
344.0,91.5
417.0,219.5
441.0,327.5
441.0,451.5
416.0,551.5
261.0,475.5
80.0,343.5
94.0,343.5
287.0,344.5
488.0,367.5
595.0,373.5
580.0,369.5
453.0,368.5
380.0,343.5
364.0,275.5
368.0,176.5
392.0,137.5
405.0,287.5
410.0,349.5
409.0,383.5
402.0,373.5
280.0,364.5
176.0,355.5
208.0,238.5
358.0,202.5
400.0,262.5
402.0,374.5
402.0,478.5
401.0,606.5
377.0,646.5
285.0,542.5
260.0,414.5
322.0,298.5
403.0,182.5
437.0,170.5
447.0,298.5
428.0,402.5
355.0,458.5
163.0,454.5
116.0,330.5
242.0,206.5
420.0,246.5
463.0,362.5
487.0,478.5
457.0,590.5
383.0,590.5
243.0,518.5
199.0,430.5
277.0,374.5
432.0,350.5
551.0,382.5
605.0,506.5
533.0,634.5
398.0,610.5
391.0,486.5
389.0,410.5
393.0,290.5
456.0,174.5
640.0,206.5
735.0,318.5
627.0,362.5
379.0,362.5
165.0,358.5
92.0,238.5
203.0,118.5
400.0,190.5
410.0,314.5
414.0,430.5
410.0,527.5
373.0,652.5
149.0,584.5
79.0,509.5
205.0,422.5
440.0,338.5
651.0,260.5
704.0,402.5
578.0,499.5
365.0,505.5
246.0,661.5
222.0,703.5
304.0,703.5
422.0,703.5
518.0,703.5
545.0,613.5
483.0,538.5
354.0,457.5
217.0,500.5
189.0,512.5
287.0,419.5
407.0,329.5
429.0,348.5
434.0,376.5
418.0,496.5
385.0,588.5
342.0,472.5
335.0,356.5
366.0,228.5
458.0,116.5
595.0,216.5
616.0,328.5
507.0,432.5
309.0,544.5
118.0,424.5
100.0,300.5
267.0,172.5
458.0,232.5
566.0,372.5
571.0,484.5
473.0,596.5
290.0,668.5
136.0,556.5
139.0,448.5
301.0,320.5
554.0,200.5
742.0,148.5
720.0,256.5
502.0,364.5
241.0,444.5
94.0,376.5
128.0,240.5
326.0,232.5
434.0,216.5
467.0,352.5
458.0,472.5
414.0,580.5
266.0,616.5
167.0,496.5
213.0,380.5
369.0,380.5
576.0,420.5
697.0,452.5
637.0,504.5
430.0,504.5
381.0,448.5
371.0,360.5
377.0,360.5
