Date and Time:,2015-05-06 22:23:04.068
Player:,null
 
Optimal Path,Actual Path
400.0,356.5
431.0,386.5
441.0,410.5
427.0,359.5
390.0,306.5
339.0,290.5
323.0,318.5
355.0,398.5
410.0,412.5
459.0,448.5
472.0,405.5
441.0,290.5
336.0,166.5
140.0,157.5
106.0,250.5
258.0,338.5
444.0,432.5
563.0,522.5
584.0,490.5
495.0,490.5
360.0,403.5
275.0,281.5
268.0,317.5
343.0,358.5
411.0,390.5
432.0,390.5
433.0,390.5
413.0,390.5
330.0,308.5
231.0,271.5
233.0,362.5
339.0,345.5
476.0,227.5
574.0,308.5
568.0,398.5
462.0,443.5
327.0,443.5
243.0,443.5
252.0,454.5
353.0,454.5
452.0,454.5
505.0,454.5
492.0,388.5
422.0,270.5
194.0,148.5
30.0,106.5
90.0,194.5
331.0,283.5
425.0,368.5
451.0,401.5
443.0,313.5
409.0,194.5
234.0,151.5
121.0,215.5
175.0,305.5
362.0,393.5
503.0,459.5
569.0,440.5
529.0,318.5
413.0,205.5
236.0,170.5
157.0,170.5
228.0,170.5
400.0,137.5
597.0,137.5
671.0,137.5
581.0,137.5
384.0,117.5
177.0,176.5
107.0,238.5
216.0,297.5
407.0,353.5
504.0,413.5
537.0,449.5
489.0,419.5
398.0,387.5
389.0,356.5
386.0,364.5
391.0,412.5
415.0,415.5
478.0,388.5
495.0,413.5
452.0,395.5
338.0,253.5
152.0,223.5
118.0,281.5
255.0,338.5
506.0,397.5
731.0,455.5
750.0,435.5
551.0,449.5
300.0,418.5
133.0,408.5
161.0,411.5
329.0,424.5
524.0,463.5
684.0,463.5
673.0,436.5
500.0,326.5
238.0,204.5
62.0,87.5
84.0,174.5
292.0,261.5
415.0,353.5
430.0,392.5
427.0,392.5
408.0,392.5
368.0,406.5
