Date and Time:,2015-05-06 18:52:43.154
Player:,Enter your name here.
 
Optimal Path,Actual Path
400.0,351.5
322.0,351.5
460.0,287.5
561.0,323.5
621.0,387.5
544.0,387.5
393.0,387.5
330.0,383.5
311.0,263.5
345.0,139.5
400.0,115.5
470.0,239.5
496.0,359.5
465.0,435.5
393.0,455.5
307.0,411.5
275.0,351.5
318.0,319.5
400.0,295.5
409.0,371.5
413.0,475.5
409.0,503.5
391.0,491.5
160.0,367.5
78.0,247.5
191.0,199.5
403.0,263.5
484.0,375.5
515.0,483.5
479.0,519.5
394.0,551.5
324.0,435.5
298.0,315.5
333.0,219.5
412.0,243.5
508.0,335.5
553.0,459.5
503.0,539.5
388.0,519.5
243.0,399.5
190.0,279.5
263.0,179.5
419.0,275.5
532.0,395.5
586.0,519.5
528.0,623.5
395.0,599.5
266.0,511.5
220.0,391.5
283.0,267.5
414.0,279.5
526.0,375.5
574.0,411.5
513.0,411.5
383.0,335.5
236.0,211.5
190.0,271.5
271.0,219.5
434.0,263.5
586.0,383.5
662.0,459.5
580.0,459.5
391.0,435.5
273.0,359.5
230.0,319.5
289.0,319.5
404.0,319.5
437.0,395.5
451.0,515.5
435.0,631.5
394.0,623.5
255.0,507.5
201.0,383.5
270.0,327.5
408.0,327.5
478.0,407.5
507.0,527.5
470.0,643.5
386.0,631.5
295.0,511.5
265.0,391.5
317.0,331.5
414.0,355.5
609.0,411.5
681.0,527.5
582.0,567.5
393.0,539.5
335.0,419.5
315.0,335.5
348.0,283.5
441.0,303.5
664.0,411.5
722.0,475.5
579.0,551.5
387.0,487.5
348.0,411.5
341.0,383.5
369.0,351.5
451.0,371.5
591.0,383.5
613.0,403.5
505.0,403.5
370.0,403.5
309.0,375.5
302.0,263.5
356.0,235.5
460.0,271.5
577.0,367.5
583.0,495.5
475.0,619.5
392.0,519.5
382.0,395.5
382.0,351.5
394.0,351.5
403.0,351.5
430.0,403.5
438.0,451.5
424.0,451.5
375.0,407.5
249.0,287.5
213.0,163.5
293.0,139.5
460.0,263.5
648.0,355.5
681.0,355.5
545.0,355.5
379.0,355.5
334.0,343.5
329.0,303.5
366.0,331.5
427.0,411.5
478.0,451.5
481.0,495.5
435.0,447.5
295.0,427.5
148.0,351.5
148.0,351.5
296.0,351.5
401.0,451.5
403.0,511.5
403.0,635.5
401.0,643.5
347.0,547.5
279.0,423.5
284.0,303.5
360.0,179.5
456.0,259.5
538.0,383.5
533.0,507.5
449.0,623.5
351.0,519.5
297.0,399.5
303.0,279.5
366.0,283.5
523.0,403.5
673.0,407.5
658.0,407.5
490.0,407.5
264.0,359.5
112.0,235.5
136.0,115.5
321.0,111.5
550.0,235.5
693.0,355.5
657.0,427.5
462.0,427.5
325.0,375.5
266.0,339.5
287.0,339.5
375.0,339.5
443.0,415.5
478.0,471.5
467.0,471.5
