Date and Time:,2015-05-06 06:27:28.743
Player:,null
 
Optimal Path,Actual Path
400.0,379.5
224.0,379.5
39.0,359.5
66.0,359.5
400.0,359.5
563.0,359.5
407.0,359.5
405.0,359.5
407.0,359.5
405.0,359.5
398.0,359.5
389.0,359.5
386.0,359.5
391.0,359.5
407.0,359.5
474.0,359.5
495.0,359.5
455.0,359.5
385.0,359.5
332.0,359.5
319.0,359.5
355.0,359.5
424.0,359.5
552.0,359.5
585.0,359.5
502.0,359.5
331.0,359.5
152.0,359.5
123.0,359.5
263.0,359.5
466.0,359.5
624.0,359.5
648.0,359.5
523.0,375.5
283.0,393.5
64.0,401.5
400.0,401.5
428.0,397.5
439.0,339.5
426.0,317.5
379.0,379.5
181.0,397.5
400.0,397.5
434.0,397.5
448.0,397.5
433.0,397.5
399.0,397.5
388.0,397.5
384.0,397.5
389.0,397.5
403.0,397.5
452.0,397.5
468.0,397.5
441.0,397.5
397.0,397.5
387.0,397.5
385.0,419.5
391.0,479.5
436.0,539.5
623.0,597.5
672.0,539.5
562.0,479.5
350.0,419.5
143.0,363.5
88.0,403.5
220.0,379.5
438.0,441.5
637.0,501.5
696.0,519.5
576.0,457.5
349.0,395.5
170.0,335.5
127.0,341.5
254.0,403.5
458.0,383.5
634.0,375.5
673.0,315.5
545.0,253.5
324.0,193.5
124.0,177.5
88.0,239.5
238.0,299.5
416.0,361.5
441.0,425.5
456.0,485.5
437.0,429.5
390.0,371.5
308.0,309.5
280.0,343.5
327.0,405.5
413.0,467.5
470.0,439.5
497.0,405.5
467.0,347.5
398.0,287.5
344.0,297.5
325.0,357.5
351.0,379.5
408.0,379.5
456.0,379.5
479.0,379.5
453.0,331.5
380.0,269.5
210.0,209.5
152.0,221.5
248.0,283.5
400.0,347.5
415.0,375.5
421.0,375.5
414.0,375.5
394.0,375.5
348.0,375.5
334.0,375.5
358.0,375.5
427.0,375.5
549.0,375.5
610.0,375.5
545.0,375.5
390.0,375.5
151.0,375.5
65.0,375.5
182.0,375.5
430.0,375.5
601.0,375.5
684.0,375.5
590.0,375.5
393.0,375.5
340.0,375.5
324.0,375.5
355.0,375.5
419.0,375.5
479.0,375.5
508.0,375.5
475.0,375.5
388.0,375.5
237.0,375.5
186.0,375.5
265.0,375.5
408.0,375.5
456.0,375.5
480.0,375.5
456.0,375.5
399.0,375.5
324.0,375.5
296.0,375.5
330.0,375.5
407.0,375.5
627.0,375.5
