Date and Time:,2015-05-04 13:39:34.681
Player:,Adam Cole
 
Optimal Path,Actual Path
400.0,401.5
469.0,434.5
496.0,434.5
467.0,394.5
389.0,269.5
236.0,210.5
184.0,243.5
259.0,331.5
419.0,423.5
589.0,512.5
647.0,550.5
556.0,439.5
381.0,339.5
286.0,339.5
262.0,339.5
320.0,339.5
400.0,339.5
402.0,339.5
403.0,339.5
402.0,339.5
396.0,339.5
340.0,339.5
320.0,339.5
347.0,339.5
403.0,339.5
430.0,339.5
440.0,339.5
427.0,339.5
366.0,339.5
119.0,339.5
37.0,339.5
174.0,339.5
407.0,339.5
444.0,339.5
461.0,339.5
441.0,339.5
396.0,339.5
347.0,339.5
329.0,339.5
355.0,339.5
404.0,339.5
423.0,339.5
431.0,339.5
421.0,339.5
390.0,339.5
261.0,339.5
218.0,339.5
285.0,339.5
433.0,339.5
631.0,339.5
718.0,339.5
613.0,339.5
387.0,339.5
231.0,339.5
174.0,339.5
253.0,339.5
407.0,339.5
620.0,339.5
696.0,339.5
592.0,339.5
356.0,339.5
140.0,339.5
76.0,339.5
209.0,339.5
440.0,339.5
580.0,339.5
654.0,339.5
575.0,339.5
398.0,339.5
374.0,339.5
367.0,339.5
379.0,339.5
439.0,339.5
612.0,339.5
700.0,339.5
607.0,339.5
391.0,339.5
175.0,339.5
91.0,339.5
193.0,339.5
400.0,339.5
400.0,339.5
400.0,339.5
400.0,339.5
381.0,339.5
210.0,339.5
158.0,339.5
251.0,339.5
406.0,339.5
430.0,339.5
442.0,339.5
428.0,339.5
399.0,339.5
385.0,339.5
381.0,339.5
388.0,339.5
447.0,339.5
615.0,339.5
704.0,339.5
604.0,339.5
395.0,339.5
355.0,339.5
