Date and Time:,2015-05-06 06:11:23.08
Player:,null
 
Optimal Path,Actual Path
400.0,396.5
92.0,396.5
209.0,396.5
400.0,396.5
400.0,396.5
400.0,432.5
400.0,396.5
390.0,352.5
343.0,416.5
330.0,396.5
360.0,380.5
457.0,448.5
700.0,460.5
757.0,392.5
590.0,328.5
390.0,268.5
365.0,208.5
361.0,148.5
380.0,124.5
421.0,184.5
473.0,248.5
479.0,308.5
436.0,372.5
291.0,432.5
105.0,492.5
400.0,540.5
446.0,608.5
464.0,596.5
220.0,564.5
635.0,436.5
732.0,408.5
628.0,408.5
393.0,408.5
309.0,408.5
278.0,408.5
321.0,408.5
404.0,408.5
442.0,368.5
453.0,360.5
432.0,384.5
369.0,448.5
212.0,472.5
170.0,444.5
264.0,468.5
419.0,520.5
548.0,452.5
585.0,392.5
513.0,336.5
366.0,372.5
400.0,380.5
657.0,380.5
758.0,380.5
643.0,380.5
385.0,380.5
235.0,380.5
187.0,380.5
267.0,380.5
407.0,380.5
475.0,380.5
496.0,380.5
457.0,356.5
362.0,356.5
227.0,356.5
195.0,356.5
286.0,356.5
464.0,356.5
661.0,356.5
704.0,356.5
562.0,356.5
