Date and Time:,2015-05-04 13:04:22.996
Player:,Enter your name here.
 
Optimal Path,Actual Path
400.0,365.0
509.0,465.0
552.0,492.0
501.0,440.0
378.0,322.0
155.0,206.0
75.0,154.0
186.0,201.0
403.0,292.0
447.0,380.0
463.0,413.0
441.0,422.0
392.0,395.0
341.0,363.0
326.0,393.0
355.0,458.0
400.0,464.0
403.0,509.0
404.0,473.0
403.0,406.0
364.0,402.0
219.0,402.0
180.0,402.0
274.0,402.0
469.0,402.0
681.0,402.0
726.0,402.0
568.0,402.0
293.0,402.0
69.0,402.0
39.0,402.0
229.0,402.0
470.0,402.0
591.0,402.0
599.0,402.0
485.0,402.0
373.0,378.0
336.0,362.0
336.0,377.0
375.0,377.0
497.0,404.0
616.0,431.0
600.0,367.0
459.0,244.0
208.0,212.0
41.0,106.0
90.0,162.0
323.0,252.0
414.0,344.0
426.0,383.0
421.0,386.0
404.0,326.0
315.0,298.0
258.0,291.0
288.0,359.0
385.0,448.0
522.0,542.0
612.0,499.0
577.0,407.0
439.0,288.0
225.0,165.0
107.0,171.0
160.0,259.0
361.0,353.0
529.0,445.0
618.0,538.0
571.0,547.0
423.0,568.0
233.0,450.0
135.0,324.0
198.0,228.0
386.0,320.0
513.0,394.0
564.0,394.0
516.0,433.0
399.0,368.0
389.0,246.0
386.0,246.0
390.0,264.0
402.0,352.0
479.0,443.0
506.0,476.0
469.0,350.0
380.0,232.0
209.0,216.0
157.0,216.0
251.0,299.0
416.0,392.0
555.0,481.0
598.0,532.0
525.0,433.0
389.0,367.0
336.0,339.0
321.0,319.0
353.0,390.0
456.0,479.0
700.0,573.0
760.0,659.0
600.0,549.0
344.0,426.0
171.0,303.0
139.0,222.0
265.0,314.0
458.0,406.0
613.0,498.0
637.0,544.0
517.0,420.0
355.0,305.0
