Date and Time:,2015-05-06 05:57:55.11
Player:,null
 
Optimal Path,Actual Path
400.0,243.5
382.0,243.5
114.0,243.5
21.0,243.5
400.0,243.5
427.0,243.5
438.0,243.5
426.0,243.5
389.0,243.5
172.0,279.5
96.0,339.5
198.0,399.5
419.0,459.5
625.0,519.5
718.0,581.5
619.0,641.5
399.0,611.5
383.0,551.5
378.0,491.5
385.0,429.5
424.0,399.5
567.0,417.5
636.0,417.5
563.0,417.5
382.0,417.5
152.0,417.5
76.0,417.5
202.0,417.5
445.0,417.5
648.0,417.5
742.0,417.5
629.0,417.5
397.0,417.5
357.0,417.5
344.0,417.5
365.0,417.5
411.0,417.5
452.0,417.5
473.0,417.5
450.0,417.5
392.0,417.5
200.0,377.5
126.0,377.5
216.0,377.5
430.0,377.5
