Date and Time:,2015-05-04 13:40:07.867
Player:,Enter your name here.
 
Optimal Path,Actual Path
400.0,476.5
622.0,585.5
706.0,587.5
597.0,465.5
389.0,342.5
321.0,282.5
301.0,342.5
341.0,436.5
425.0,527.5
651.0,614.5
728.0,616.5
607.0,497.5
377.0,378.5
233.0,254.5
192.0,232.5
276.0,322.5
408.0,409.5
450.0,403.5
460.0,349.5
433.0,230.5
348.0,202.5
209.0,250.5
183.0,315.5
283.0,357.5
444.0,447.5
580.0,538.5
610.0,465.5
517.0,342.5
362.0,222.5
245.0,252.5
224.0,341.5
309.0,407.5
420.0,407.5
475.0,407.5
485.0,407.5
