Date and Time:,2015-05-10 22:08:56.113
Player:,Enter your name here.
 
Optimal Path,Actual Path
400.0,391.5
336.0,391.5
222.0,355.5
215.0,239.5
324.0,219.5
413.0,271.5
448.0,399.5
454.0,515.5
425.0,555.5
319.0,451.5
181.0,327.5
177.0,275.5
307.0,275.5
458.0,283.5
567.0,395.5
577.0,515.5
476.0,647.5
354.0,539.5
289.0,431.5
290.0,439.5
356.0,331.5
525.0,279.5
699.0,403.5
688.0,503.5
499.0,591.5
330.0,519.5
254.0,395.5
269.0,283.5
364.0,159.5
517.0,215.5
628.0,327.5
601.0,391.5
449.0,391.5
235.0,391.5
110.0,367.5
162.0,239.5
353.0,163.5
405.0,207.5
430.0,319.5
436.0,391.5
420.0,447.5
346.0,547.5
181.0,515.5
151.0,387.5
267.0,307.5
461.0,305.5
606.0,293.5
630.0,335.5
518.0,361.5
364.0,423.5
288.0,475.5
278.0,341.5
342.0,191.5
442.0,253.5
524.0,301.5
528.0,365.5
452.0,425.5
303.0,479.5
176.0,443.5
188.0,325.5
332.0,269.5
570.0,217.5
760.0,275.5
731.0,333.5
502.0,385.5
272.0,455.5
167.0,525.5
202.0,471.5
355.0,443.5
517.0,443.5
616.0,419.5
584.0,463.5
439.0,475.5
287.0,415.5
204.0,299.5
240.0,183.5
370.0,99.5
473.0,215.5
525.0,327.5
501.0,447.5
417.0,559.5
182.0,667.5
41.0,531.5
124.0,387.5
379.0,271.5
613.0,287.5
728.0,419.5
643.0,515.5
407.0,523.5
269.0,407.5
215.0,311.5
272.0,187.5
404.0,307.5
518.0,383.5
567.0,415.5
515.0,503.5
397.0,503.5
339.0,483.5
319.0,363.5
345.0,323.5
412.0,299.5
508.0,331.5
552.0,363.5
502.0,391.5
392.0,487.5
323.0,563.5
301.0,439.5
339.0,403.5
400.0,403.5
560.0,403.5
626.0,483.5
556.0,599.5
399.0,603.5
396.0,499.5
395.0,391.5
396.0,299.5
413.0,299.5
587.0,327.5
650.0,372.5
562.0,473.5
391.0,458.5
317.0,477.5
294.0,378.5
335.0,297.5
409.0,219.5
491.0,185.5
520.0,265.5
474.0,394.5
347.0,490.5
125.0,585.5
68.0,578.5
208.0,488.5
449.0,410.5
699.0,329.5
772.0,224.5
619.0,320.5
344.0,434.5
126.0,462.5
77.0,368.5
225.0,272.5
416.0,260.5
504.0,260.5
527.0,260.5
473.0,340.5
380.0,400.5
311.0,400.5
293.0,400.5
341.0,276.5
410.0,184.5
436.0,244.5
450.0,376.5
434.0,508.5
388.0,500.5
220.0,408.5
163.0,332.5
245.0,256.5
410.0,160.5
501.0,276.5
539.0,312.5
493.0,312.5
384.0,703.0
