Date and Time:,2015-05-11 01:07:48.001
Player:,Enter your name here.
 
Optimal Path,Actual Path
400.0,159.5
655.0,159.5
581.0,319.5
655.0,443.5
571.0,551.5
370.0,535.5
112.0,419.5
25.0,295.5
163.0,175.5
420.0,163.5
539.0,287.5
591.0,407.5
528.0,507.5
374.0,383.5
143.0,259.5
72.0,135.5
205.0,235.5
418.0,355.5
483.0,479.5
514.0,483.5
477.0,443.5
384.0,379.5
185.0,275.5
112.0,231.5
218.0,295.5
412.0,351.5
483.0,387.5
517.0,387.5
478.0,387.5
387.0,271.5
274.0,151.5
235.0,127.5
299.0,251.5
400.0,379.5
421.0,395.5
428.0,395.5
418.0,383.5
364.0,375.5
135.0,351.5
60.0,351.5
192.0,351.5
401.0,379.5
418.0,379.5
423.0,379.5
415.0,379.5
398.0,339.5
385.0,215.5
382.0,211.5
389.0,331.5
400.0,383.5
413.0,379.5
417.0,487.5
411.0,527.5
372.0,411.5
189.0,295.5
137.0,183.5
239.0,195.5
429.0,315.5
553.0,427.5
586.0,539.5
507.0,511.5
346.0,395.5
151.0,375.5
112.0,375.5
251.0,335.5
445.0,319.5
604.0,431.5
643.0,539.5
535.0,659.5
341.0,623.5
162.0,515.5
129.0,407.5
255.0,291.5
488.0,235.5
695.0,355.5
726.0,483.5
562.0,511.5
304.0,391.5
106.0,275.5
79.0,151.5
241.0,151.5
439.0,267.5
547.0,383.5
562.0,503.5
477.0,623.5
292.0,655.5
89.0,531.5
75.0,415.5
252.0,311.5
523.0,363.5
730.0,463.5
734.0,583.5
529.0,547.5
387.0,427.5
371.0,303.5
372.0,191.5
390.0,219.5
469.0,343.5
567.0,403.5
567.0,419.5
464.0,419.5
282.0,391.5
142.0,271.5
153.0,151.5
316.0,131.5
421.0,259.5
444.0,383.5
439.0,511.5
411.0,431.5
224.0,431.5
73.0,431.5
117.0,431.5
330.0,395.5
483.0,395.5
555.0,395.5
536.0,703.0
437.0,703.0
220.0,703.0
67.0,703.0
115.0,703.0
331.0,703.0
514.0,703.0
605.0,703.0
568.0,694.5
427.0,670.5
339.0,650.5
301.0,630.5
323.0,606.5
392.0,586.5
598.0,566.5
712.0,542.5
631.0,522.5
408.0,498.5
238.0,478.5
165.0,454.5
400.0,442.5
450.0,430.5
469.0,426.5
448.0,370.5
390.0,246.5
214.0,122.5
153.0,98.5
237.0,218.5
421.0,338.5
637.0,462.5
726.0,582.5
618.0,562.5
386.0,438.5
261.0,314.5
223.0,214.5
291.0,262.5
408.0,386.5
453.0,394.5
467.0,418.5
438.0,418.5
352.0,342.5
204.0,214.5
177.0,142.5
286.0,170.5
491.0,210.5
683.0,210.5
708.0,270.5
546.0,338.5
314.0,306.5
150.0,178.5
140.0,162.5
287.0,286.5
449.0,410.5
518.0,522.5
516.0,482.5
442.0,358.5
240.0,230.5
65.0,110.5
90.0,104.5
301.0,224.5
476.0,348.5
555.0,468.5
537.0,456.5
434.0,332.5
312.0,212.5
241.0,228.5
269.0,312.5
374.0,408.5
596.0,528.5
768.0,648.5
709.0,650.5
458.0,526.5
266.0,454.5
182.0,454.5
229.0,358.5
377.0,378.5
539.0,502.5
635.0,618.5
592.0,550.5
430.0,422.5
192.0,298.5
70.0,178.5
149.0,170.5
374.0,290.5
510.0,410.5
570.0,478.5
527.0,458.5
405.0,378.5
302.0,266.5
257.0,214.5
298.0,322.5
399.0,442.5
661.0,562.5
779.0,682.5
668.0,622.5
394.0,498.5
246.0,378.5
188.0,258.5
258.0,262.5
400.0,374.5
524.0,494.5
575.0,474.5
521.0,478.5
395.0,394.5
330.0,290.5
308.0,322.5
342.0,358.5
403.0,466.5
483.0,446.5
511.0,478.5
470.0,482.5
357.0,414.5
139.0,286.5
83.0,158.5
218.0,170.5
421.0,294.5
471.0,410.5
500.0,438.5
469.0,458.5
394.0,354.5
321.0,290.5
295.0,290.5
334.0,366.5
437.0,486.5
653.0,610.5
749.0,682.5
634.0,554.5
390.0,434.5
310.0,378.5
285.0,378.5
329.0,418.5
440.0,402.5
619.0,522.5
709.0,642.5
613.0,610.5
393.0,490.5
219.0,366.5
157.0,246.5
237.0,274.5
417.0,398.5
568.0,518.5
620.0,526.5
538.0,534.5
399.0,410.5
397.0,342.5
397.0,362.5
398.0,362.5
414.0,362.5
