Date and Time:,2015-05-09 15:54:22.376
Player:,Adam Cole
 
Optimal Path,Actual Path
400.0,383.5
397.0,383.5
404.0,419.5
406.0,539.5
404.0,603.5
399.0,483.5
197.0,359.5
122.0,235.5
219.0,191.5
416.0,251.5
633.0,375.5
706.0,475.5
593.0,475.5
399.0,375.5
394.0,251.5
393.0,127.5
396.0,41.5
439.0,93.5
610.0,217.5
649.0,341.5
533.0,465.5
344.0,505.5
194.0,413.5
171.0,357.5
282.0,357.5
431.0,357.5
478.0,429.5
510.0,553.5
476.0,673.5
389.0,661.5
119.0,545.5
23.0,425.5
155.0,301.5
410.0,181.5
499.0,65.5
536.0,181.5
491.0,301.5
395.0,425.5
357.0,549.5
346.0,629.5
367.0,509.5
408.0,385.5
638.0,345.5
727.0,469.5
612.0,593.5
361.0,541.5
114.0,417.5
44.0,297.5
182.0,249.5
446.0,249.5
640.0,153.5
692.0,277.5
568.0,397.5
383.0,521.5
325.0,641.5
311.0,645.5
353.0,521.5
452.0,397.5
589.0,277.5
614.0,377.5
510.0,317.5
320.0,377.5
154.0,333.5
132.0,333.5
273.0,333.5
504.0,377.5
705.0,465.5
718.0,549.5
537.0,513.5
309.0,401.5
169.0,297.5
167.0,297.5
303.0,265.5
450.0,373.5
529.0,493.5
531.0,589.5
454.0,581.5
378.0,461.5
347.0,337.5
348.0,221.5
381.0,301.5
481.0,425.5
570.0,545.5
557.0,581.5
450.0,585.5
337.0,489.5
278.0,365.5
295.0,281.5
377.0,257.5
521.0,285.5
619.0,405.5
584.0,529.5
440.0,641.5
313.0,673.5
254.0,549.5
283.0,429.5
384.0,353.5
459.0,353.5
599.0,353.5
617.0,353.5
