Date and Time:,2015-05-06 04:46:38.804
Player:,null
 
Optimal Path,Actual Path
400.0,563.5
330.0,563.5
329.0,395.5
369.0,275.5
470.0,155.5
538.0,203.5
594.0,323.5
534.0,447.5
386.0,571.5
205.0,663.5
138.0,535.5
235.0,511.5
432.0,511.5
624.0,467.5
708.0,467.5
606.0,467.5
376.0,435.5
169.0,399.5
98.0,399.5
209.0,399.5
416.0,399.5
651.0,399.5
729.0,399.5
609.0,399.5
365.0,399.5
138.0,391.5
64.0,355.5
187.0,355.5
403.0,355.5
458.0,355.5
476.0,355.5
448.0,391.5
363.0,515.5
176.0,587.5
128.0,587.5
243.0,511.5
430.0,387.5
588.0,375.5
630.0,459.5
532.0,583.5
386.0,563.5
343.0,443.5
334.0,323.5
365.0,199.5
447.0,75.5
594.0,105.5
620.0,229.5
513.0,349.5
308.0,473.5
114.0,597.5
94.0,553.5
254.0,433.5
436.0,309.5
477.0,189.5
509.0,213.5
475.0,337.5
395.0,349.5
267.0,349.5
218.0,349.5
278.0,349.5
427.0,349.5
646.0,349.5
747.0,349.5
639.0,349.5
393.0,293.5
302.0,293.5
272.0,293.5
317.0,293.5
412.0,309.5
514.0,353.5
557.0,421.5
505.0,501.5
390.0,501.5
308.0,493.5
279.0,369.5
323.0,253.5
407.0,253.5
451.0,345.5
472.0,469.5
448.0,545.5
380.0,561.5
132.0,497.5
41.0,377.5
167.0,273.5
400.0,273.5
516.0,353.5
564.0,477.5
510.0,601.5
393.0,589.5
304.0,469.5
272.0,345.5
319.0,345.5
428.0,345.5
571.0,397.5
613.0,429.5
526.0,497.5
376.0,529.5
292.0,617.5
274.0,637.5
330.0,645.5
432.0,697.5
646.0,573.5
708.0,453.5
582.0,329.5
393.0,361.5
371.0,385.5
366.0,257.5
382.0,165.5
428.0,289.5
548.0,413.5
578.0,381.5
502.0,429.5
388.0,333.5
354.0,333.5
347.0,333.5
371.0,333.5
409.0,333.5
469.0,333.5
485.0,333.5
451.0,385.5
351.0,385.5
