Date and Time:,2015-05-11 03:28:27.335
Player:,Enter your name here.
 
Optimal Path,Actual Path
400.0,508.0
192.0,508.0
631.0,244.0
721.0,368.0
570.0,492.0
340.0,548.0
171.0,420.0
148.0,332.0
279.0,332.0
430.0,300.0
597.0,344.0
648.0,368.0
544.0,368.0
388.0,368.0
351.0,368.0
343.0,368.0
369.0,368.0
401.0,368.0
407.0,368.0
408.0,368.0
405.0,412.0
326.0,544.0
142.0,488.0
115.0,372.0
256.0,252.0
495.0,144.0
637.0,260.0
724.0,388.0
612.0,504.0
367.0,628.0
138.0,632.0
63.0,504.0
198.0,380.0
456.0,316.0
672.0,416.0
776.0,416.0
652.0,416.0
393.0,376.0
307.0,376.0
275.0,376.0
319.0,376.0
401.0,348.0
413.0,384.0
417.0,384.0
412.0,384.0
398.0,384.0
374.0,276.0
366.0,156.0
377.0,196.0
401.0,316.0
426.0,328.0
434.0,356.0
423.0,356.0
375.0,356.0
185.0,312.0
122.0,276.0
222.0,276.0
401.0,284.0
411.0,340.0
415.0,392.0
410.0,392.0
388.0,392.0
292.0,392.0
259.0,392.0
309.0,392.0
401.0,392.0
413.0,392.0
418.0,392.0
412.0,392.0
398.0,392.0
