Date and Time:,2015-05-11 11:26:14.545
Player:,Enter your name here.
 
Optimal Path,Actual Path
400.0,412.0
167.0,412.0
570.0,564.0
637.0,584.0
566.0,468.0
389.0,344.0
197.0,220.0
131.0,208.0
227.0,328.0
410.0,452.0
476.0,452.0
497.0,476.0
459.0,596.0
356.0,620.0
132.0,516.0
74.0,400.0
213.0,352.0
414.0,408.0
466.0,416.0
477.0,448.0
443.0,400.0
376.0,348.0
314.0,348.0
302.0,348.0
349.0,316.0
441.0,304.0
502.0,304.0
544.0,304.0
499.0,304.0
392.0,228.0
204.0,112.0
137.0,216.0
229.0,344.0
402.0,436.0
422.0,412.0
431.0,412.0
421.0,384.0
380.0,328.0
121.0,208.0
35.0,128.0
170.0,252.0
422.0,372.0
523.0,492.0
573.0,516.0
516.0,392.0
394.0,300.0
320.0,300.0
296.0,300.0
334.0,404.0
419.0,456.0
534.0,520.0
585.0,540.0
527.0,444.0
382.0,320.0
154.0,196.0
78.0,136.0
203.0,260.0
417.0,384.0
576.0,508.0
625.0,500.0
538.0,372.0
381.0,292.0
302.0,308.0
281.0,240.0
334.0,308.0
431.0,432.0
542.0,552.0
569.0,524.0
490.0,400.0
364.0,276.0
278.0,264.0
268.0,264.0
340.0,348.0
409.0,380.0
428.0,380.0
430.0,388.0
413.0,340.0
395.0,340.0
388.0,376.0
387.0,376.0
395.0,376.0
402.0,376.0
406.0,376.0
406.0,376.0
402.0,376.0
391.0,376.0
382.0,376.0
382.0,376.0
394.0,432.0
579.0,556.0
762.0,676.0
727.0,580.0
488.0,456.0
251.0,332.0
131.0,204.0
174.0,180.0
350.0,288.0
432.0,412.0
570.0,340.0
603.0,396.0
512.0,290.00012
369.0,300.80005
275.0,300.80035
256.0,348.8004
326.0,510.0008
490.0,531.2012
703.0,447.20154
736.0,460.40192
567.0,456.40228
384.0,404.40265
353.0,408.403
349.0,445.6034
374.0,481.60376
472.0,397.60413
582.0,456.00452
651.0,408.8048
568.0,348.8048
397.0,348.8048
371.0,228.80481
362.0,244.80481
376.0,368.8048
429.0,480.8048
560.0,356.8048
621.0,236.80481
548.0,316.8048
398.0,440.8048
382.0,404.8048
378.0,284.8048
386.0,260.8048
447.0,260.8048
657.0,188.80481
763.0,312.8048
649.0,336.8048
383.0,392.8048
168.0,276.8048
88.0,164.80481
191.0,284.8048
402.0,372.8048
436.0,388.8048
450.0,408.8048
434.0,436.8048
391.0,560.8048
312.0,592.8048
285.0,484.8048
325.0,384.8048
412.0,508.8048
580.0,572.8048
635.0,548.8048
544.0,424.8048
360.0,300.8048
197.0,184.80481
154.0,192.80481
258.0,216.80481
428.0,336.8048
526.0,460.8048
547.0,520.8048
478.0,396.8048
380.0,276.8048
328.0,300.8048
321.0,424.8048
362.0,552.8048
431.0,528.8048
473.0,408.8048
502.0,280.8048
468.0,184.80481
381.0,256.8048
136.0,160.80481
47.0,148.80481
177.0,264.8048
413.0,384.8048
490.0,508.8048
524.0,500.8048
481.0,380.8048
366.0,256.8048
143.0,256.8048
80.0,224.80481
216.0,312.8048
417.0,436.8048
527.0,476.8048
562.0,528.8048
496.0,528.8048
385.0,528.8048
334.0,528.8048
322.0,528.8048
357.0,528.8048
453.0,540.8048
619.0,604.8048
649.0,552.8048
523.0,428.8048
306.0,300.8048
126.0,228.80481
114.0,272.8048
269.0,304.8048
435.0,424.8048
502.0,480.8048
509.0,480.8048
449.0,376.8048
309.0,256.8048
151.0,296.8048
149.0,388.8048
296.0,364.8048
403.0,364.8048
408.0,364.8048
408.0,364.8048
402.0,348.8048
340.0,272.8048
269.0,272.8048
279.0,312.8048
364.0,408.8048
510.0,532.8048
606.0,588.8048
574.0,540.8048
438.0,420.8048
246.0,320.8048
133.0,360.8048
180.0,415.20496
365.0,516.40533
618.0,610.8057
744.0,644.0061
663.0,560.0065
426.0,476.00684
341.0,389.2072
313.0,322.4076
338.0,359.60797
409.0,396.80835
640.0,412.80872
738.0,387.2091
633.0,406.00946
381.0,323.20984
127.0,359.2102
35.0,396.41058
169.0,433.61096
433.0,469.61133
631.0,505.6117
718.0,541.61206
613.0,566.81244
386.0,454.41248
263.0,454.41248
225.0,454.41248
293.0,454.41248
434.0,514.4125
554.0,586.4125
618.0,534.4125
546.0,406.41248
372.0,282.41248
400.0,274.41248
485.0,274.41248
519.0,370.41248
479.0,370.41248
386.0,270.41248
274.0,194.41248
236.0,234.41248
294.0,358.41248
410.0,482.41248
557.0,546.4125
611.0,426.41248
537.0,302.41248
372.0,186.41248
128.0,78.412476
52.0,166.41248
180.0,286.41248
422.0,410.41248
567.0,530.4125
613.0,514.4125
530.0,394.41248
375.0,270.41248
274.0,238.41248
247.0,302.41248
312.0,422.41248
442.0,542.4125
622.0,662.4125
664.0,546.4125
546.0,426.41248
375.0,302.41248
309.0,218.41248
299.0,278.41248
348.0,398.41248
441.0,442.41248
556.0,518.4125
574.0,458.41248
486.0,358.41248
309.0,398.41248
132.0,270.41248
123.0,254.41248
279.0,374.41248
493.0,494.41248
718.0,618.4125
744.0,630.4125
564.0,510.41248
301.0,386.41248
131.0,262.41248
125.0,318.41248
280.0,350.41248
406.0,318.41248
418.0,434.41248
418.0,414.41248
407.0,294.41248
286.0,174.41248
139.0,198.41248
148.0,90.412476
307.0,214.41248
466.0,338.41248
553.0,458.41248
549.0,506.41248
454.0,538.4125
385.0,418.41248
368.0,366.41248
370.0,366.41248
390.0,334.41248
549.0,218.41248
728.0,250.41248
709.0,378.41248
498.0,410.41248
340.0,302.41248
285.0,302.41248
299.0,370.41248
375.0,430.41248
495.0,502.41248
585.0,502.41248
565.0,550.4125
444.0,638.4125
222.0,673.2128
67.0,670.4132
115.0,630.4136
338.0,546.41394
441.0,462.4143
476.0,438.41467
466.0,351.61505
414.0,264.81525
296.0,180.81514
226.0,236.81505
260.0,379.21527
377.0,414.01562
409.0,382.016
414.0,398.01636
411.0,396.41675
401.0,368.4171
376.0,308.41748
362.0,344.41785
371.0,381.61823
397.0,416.41858
442.0,452.41895
468.0,427.61914
453.0,351.61914
407.0,235.61914
175.0,111.61914
55.0,115.61914
143.0,239.61914
391.0,295.61914
538.0,295.61914
605.0,419.61914
545.0,523.61914
399.0,403.61914
340.0,279.61914
316.0,295.61914
342.0,295.61914
