Date and Time:,2015-05-11 11:43:33.358
Player:,Adam
 
Optimal Path,Actual Path
400.0,396.0
578.0,396.0
638.0,348.0
706.0,376.0
531.0,328.0
240.0,288.0
58.0,232.0
129.0,280.0
400.0,336.0
431.0,396.0
438.0,396.0
418.0,384.0
371.0,312.0
323.0,304.0
334.0,352.0
385.0,392.0
461.0,440.0
496.0,420.0
453.0,372.0
331.0,320.0
153.0,320.0
134.0,360.0
285.0,404.0
450.0,464.0
682.0,528.0
730.0,488.0
563.0,452.0
365.0,388.0
305.0,348.0
307.0,396.0
375.0,460.0
494.0,524.0
701.0,496.0
691.0,412.0
475.0,352.0
281.0,300.0
194.0,264.0
249.0,324.0
403.0,368.0
576.0,412.0
637.0,424.0
537.0,420.0
316.0,368.0
146.0,332.0
159.0,364.0
323.0,368.0
421.0,388.0
451.0,388.0
445.0,388.0
