Date and Time:,2015-05-11 04:05:29.044
Player:,Adam Cole
 
Optimal Path,Actual Path
400.0,674.0
394.0,674.0
407.0,653.0
410.0,638.0
407.0,623.0
392.0,608.0
308.0,593.0
277.0,578.0
320.0,563.0
400.0,548.0
524.0,533.0
572.0,527.0
575.0,512.0
379.0,500.0
499.0,485.0
200.0,482.0
258.0,383.0
406.0,410.0
572.0,500.0
643.0,572.0
567.0,515.0
387.0,422.0
224.0,329.0
169.0,239.0
255.0,242.0
417.0,332.0
497.0,401.0
534.0,362.0
490.0,455.0
393.0,389.0
305.0,332.0
276.0,335.0
321.0,320.0
415.0,413.0
501.0,500.0
542.0,566.0
498.0,476.0
383.0,383.0
161.0,293.0
79.0,203.0
191.0,224.0
414.0,308.0
528.0,266.0
580.0,359.0
524.0,449.0
398.0,365.0
366.0,365.0
354.0,344.0
369.0,344.0
400.0,344.0
402.0,344.0
403.0,710.0
402.0,710.0
387.0,710.0
273.0,710.0
400.0,710.0
565.0,710.0
630.0,710.0
556.0,710.0
386.0,710.0
246.0,710.0
