Date and Time:,2015-05-09 18:12:20.312
Player:,Enter your name here.
 
Optimal Path,Actual Path
400.0,327.5
511.0,327.5
367.0,367.5
276.0,255.5
257.0,303.5
400.0,315.5
427.0,403.5
438.0,403.5
180.0,403.5
52.0,403.5
135.0,403.5
382.0,459.5
509.0,359.5
715.0,255.5
733.0,211.5
551.0,319.5
338.0,427.5
241.0,523.5
242.0,615.5
334.0,519.5
411.0,419.5
433.0,331.5
435.0,359.5
415.0,471.5
319.0,519.5
193.0,519.5
195.0,519.5
325.0,519.5
406.0,423.5
591.0,319.5
657.0,223.5
567.0,255.5
396.0,367.5
371.0,467.5
364.0,551.5
378.0,443.5
421.0,323.5
513.0,199.5
535.0,119.5
475.0,227.5
348.0,355.5
211.0,475.5
186.0,475.5
294.0,335.5
446.0,359.5
517.0,275.5
562.0,347.5
512.0,355.5
393.0,439.5
200.0,411.5
126.0,411.5
222.0,411.5
413.0,287.5
491.0,159.5
525.0,41.5
484.0,165.5
395.0,289.5
329.0,429.5
307.0,553.5
343.0,421.5
407.0,353.5
437.0,353.5
451.0,365.5
435.0,493.5
382.0,617.5
127.0,705.5
33.0,565.5
160.0,437.5
416.0,301.5
521.0,173.5
566.0,113.5
514.0,237.5
398.0,361.5
379.0,497.5
373.0,541.5
382.0,413.5
426.0,289.5
637.0,237.5
735.0,237.5
631.0,237.5
382.0,237.5
155.0,237.5
73.0,237.5
187.0,237.5
400.0,237.5
