Date and Time:,2015-05-09 22:43:37.558
Player:,Enter your name here.
 
Optimal Path,Actual Path
400.0,571.5
402.0,571.5
323.0,407.5
122.0,371.5
94.0,419.5
256.0,443.5
429.0,443.5
580.0,395.5
625.0,291.5
533.0,167.5
386.0,71.5
354.0,175.5
415.0,211.5
469.0,207.5
495.0,331.5
462.0,439.5
372.0,339.5
127.0,291.5
43.0,303.5
175.0,351.5
435.0,475.5
590.0,463.5
668.0,463.5
585.0,411.5
394.0,291.5
261.0,255.5
214.0,335.5
279.0,287.5
412.0,395.5
510.0,427.5
552.0,423.5
502.0,415.5
393.0,375.5
305.0,375.5
276.0,375.5
324.0,387.5
409.0,511.5
469.0,631.5
489.0,623.5
452.0,599.5
395.0,479.5
378.0,359.5
374.0,375.5
385.0,387.5
439.0,387.5
