Date and Time:,2015-05-10 21:32:26.375
Player:,Enter your name here.
 
Optimal Path,Actual Path
400.0,400.0
106.0,400.0
380.0,400.0
437.0,400.0
458.0,400.0
445.0,400.0
403.0,400.0
336.0,400.0
306.0,400.0
332.0,367.5
398.0,335.5
535.0,259.5
608.0,259.5
551.0,183.5
402.0,207.5
284.0,319.5
237.0,443.5
291.0,459.5
402.0,411.5
462.0,383.5
484.0,383.5
454.0,363.5
396.0,335.5
368.0,393.5
359.0,443.5
374.0,413.5
414.0,355.5
497.0,295.5
533.0,297.5
489.0,355.5
394.0,409.5
341.0,463.5
325.0,515.5
354.0,495.5
422.0,433.5
526.0,371.5
573.0,309.5
517.0,313.5
394.0,415.5
300.0,483.5
270.0,431.5
319.0,403.5
418.0,379.5
492.0,359.5
530.0,327.5
490.0,339.5
395.0,467.5
330.0,515.5
306.0,527.5
340.0,475.5
425.0,347.5
537.0,231.5
590.0,207.5
531.0,327.5
390.0,443.5
210.0,555.5
144.0,599.5
239.0,455.5
406.0,323.5
604.0,323.5
681.0,323.5
589.0,323.5
395.0,351.5
357.0,351.5
345.0,323.5
367.0,367.5
402.0,367.5
413.0,367.5
418.0,411.5
412.0,439.5
398.0,439.5
385.0,319.5
382.0,251.5
389.0,235.5
414.0,339.5
456.0,415.5
479.0,483.5
455.0,483.5
