Date and Time:,2015-05-10 21:56:18.644
Player:,Enter your name here.
 
Optimal Path,Actual Path
400.0,400.0
271.0,400.0
284.0,399.5
364.0,351.5
487.0,395.5
594.0,527.5
583.0,623.5
463.0,587.5
394.0,479.5
389.0,359.5
390.0,255.5
397.0,203.5
535.0,203.5
662.0,319.5
629.0,427.5
455.0,531.5
283.0,607.5
197.0,515.5
230.0,419.5
368.0,311.5
570.0,207.5
684.0,139.5
627.0,251.5
427.0,367.5
160.0,483.5
32.0,587.5
128.0,531.5
392.0,369.5
577.0,313.5
672.0,371.5
602.0,435.5
409.0,487.5
332.0,547.5
302.0,599.5
328.0,657.5
398.0,639.5
522.0,689.5
578.0,685.5
529.0,701.5
400.0,703.0
298.0,703.0
257.0,598.5
302.0,490.5
403.0,362.5
518.0,326.5
561.0,386.5
502.0,474.5
391.0,498.5
345.0,434.5
331.0,350.5
361.0,222.5
408.0,162.5
500.0,286.5
529.0,390.5
479.0,510.5
361.0,630.5
184.0,530.5
142.0,402.5
259.0,366.5
426.0,414.5
607.0,414.5
666.0,390.5
563.0,402.5
354.0,486.5
113.0,606.5
51.0,662.5
206.0,554.5
407.0,446.5
428.0,330.5
433.0,386.5
418.0,510.5
324.0,514.5
127.0,442.5
97.0,342.5
245.0,306.5
420.0,306.5
498.0,386.5
517.0,514.5
466.0,622.5
376.0,622.5
307.0,538.5
295.0,434.5
347.0,318.5
461.0,246.5
654.0,286.5
695.0,390.5
554.0,454.5
352.0,444.5
232.0,384.5
217.0,328.5
311.0,272.5
423.0,210.5
486.0,262.5
497.0,326.5
448.0,386.5
312.0,440.5
126.0,500.5
110.0,484.5
268.0,360.5
496.0,238.5
672.0,266.5
679.0,330.5
516.0,390.5
317.0,412.5
210.0,412.5
216.0,412.5
338.0,396.5
400.0,332.5
401.0,328.5
401.0,388.5
400.0,452.5
369.0,550.5
334.0,606.5
338.0,542.5
379.0,418.5
509.0,322.5
642.0,322.5
630.0,446.5
475.0,574.5
349.0,538.5
297.0,650.5
306.0,630.5
400.0,590.5
634.0,382.5
729.0,474.5
619.0,598.5
396.0,586.5
370.0,490.5
362.0,374.5
378.0,250.5
427.0,226.5
601.0,346.5
651.0,466.5
554.0,586.5
366.0,614.5
208.0,558.5
166.0,450.5
261.0,346.5
427.0,238.5
621.0,262.5
679.0,338.5
568.0,446.5
366.0,546.5
215.0,450.5
172.0,334.5
268.0,222.5
417.0,98.5
519.0,194.5
547.0,310.5
487.0,426.5
336.0,426.5
120.0,426.5
68.0,406.5
