Date and Time:,2015-05-06 05:09:09.728
Player:,null
 
Optimal Path,Actual Path
400.0,532.5
617.0,532.5
413.0,532.5
194.0,532.5
103.0,532.5
190.0,532.5
401.0,532.5
577.0,532.5
643.0,532.5
558.0,532.5
373.0,532.5
152.0,532.5
84.0,532.5
264.0,532.5
454.0,532.5
561.0,532.5
563.0,532.5
464.0,532.5
367.0,532.5
326.0,532.5
331.0,532.5
375.0,532.5
483.0,532.5
584.0,532.5
569.0,532.5
450.0,532.5
279.0,532.5
175.0,532.5
210.0,532.5
358.0,532.5
444.0,532.5
485.0,532.5
475.0,532.5
420.0,532.5
208.0,532.5
54.0,532.5
108.0,532.5
344.0,532.5
558.0,532.5
675.0,532.5
625.0,532.5
443.0,532.5
282.0,532.5
208.0,532.5
250.0,532.5
384.0,532.5
435.0,532.5
457.0,532.5
553.0,532.5
525.0,532.5
