Date and Time:,2015-05-11 03:46:00.177
Player:,Enter your name here.
 
Optimal Path,Actual Path
400.0,392.0
509.0,392.0
397.0,296.0
342.0,176.0
321.0,72.0
345.0,192.0
401.0,312.0
433.0,432.0
447.0,556.0
432.0,468.0
374.0,364.0
147.0,364.0
68.0,364.0
190.0,364.0
430.0,280.0
565.0,400.0
632.0,460.0
555.0,456.0
398.0,484.0
373.0,448.0
364.0,324.0
376.0,260.0
430.0,380.0
658.0,504.0
757.0,512.0
646.0,504.0
390.0,504.0
259.0,516.0
210.0,640.0
276.0,548.0
422.0,428.0
607.0,384.0
686.0,384.0
597.0,384.0
390.0,384.0
150.0,312.0
65.0,228.0
188.0,352.0
400.0,368.0
405.0,408.0
406.0,436.0
404.0,312.0
375.0,284.0
154.0,404.0
79.0,480.0
203.0,404.0
415.0,440.0
468.0,528.0
496.0,560.0
468.0,440.0
399.0,320.0
157.0,320.0
66.0,316.0
176.0,436.0
414.0,556.0
599.0,640.0
674.0,520.0
588.0,464.0
395.0,416.0
333.0,296.0
311.0,284.0
342.0,404.0
424.0,432.0
619.0,476.0
701.0,468.0
601.0,344.0
377.0,380.0
180.0,340.0
112.0,372.0
224.0,376.0
400.0,360.0
565.0,360.0
627.0,360.0
552.0,360.0
398.0,236.0
383.0,220.0
378.0,296.0
386.0,396.0
400.0,420.0
402.0,420.0
404.0,408.0
402.0,284.0
395.0,164.0
292.0,45.0
256.0,157.0
306.0,273.0
405.0,297.0
434.0,225.0
449.0,105.0
434.0,133.0
389.0,157.0
119.0,233.0
23.0,357.0
154.0,477.0
429.0,601.0
603.0,710.0
679.0,614.0
581.0,490.0
372.0,370.0
137.0,454.0
64.0,574.0
195.0,658.0
449.0,554.0
629.0,594.0
716.0,594.0
618.0,494.0
389.0,374.0
126.0,250.0
24.0,298.0
148.0,374.0
402.0,374.0
433.0,374.0
448.0,374.0
433.0,374.0
392.0,486.0
290.0,610.0
256.0,708.8
306.0,641.1998
400.0,583.99945
409.0,547.9991
412.0,510.7987
408.0,474.79834
356.0,437.59796
139.0,401.5976
76.0,365.59723
214.0,328.39685
416.0,292.3966
485.0,255.1967
502.0,219.1968
456.0,181.99689
379.0,241.99698
319.0,325.99695
306.0,423.59668
350.0,439.59668
494.0,439.59668
720.0,439.59668
746.0,439.59668
565.0,499.59668
393.0,627.5967
382.0,710.0
380.0,626.0
391.0,506.0
494.0,386.0
586.0,298.0
662.0,350.0
576.0,350.0
385.0,350.0
199.0,350.0
138.0,350.0
240.0,378.0
418.0,406.0
499.0,354.0
536.0,286.0
491.0,374.0
385.0,350.0
195.0,262.0
132.0,262.0
236.0,350.0
404.0,442.0
531.0,442.0
576.0,442.0
511.0,354.0
387.0,234.0
301.0,130.0
277.0,254.0
327.0,378.0
409.0,498.0
450.0,622.0
459.0,594.0
433.0,474.0
334.0,354.0
128.0,414.0
89.0,422.0
232.0,434.0
485.0,554.0
668.0,606.0
769.0,482.0
647.0,362.0
397.0,238.0
377.0,154.0
371.0,154.0
381.0,154.0
