Date and Time:,2015-05-04 13:38:20.521
Player:,Enter your name here.
 
Optimal Path,Actual Path
400.0,400.0
590.0,400.0
668.0,400.0
583.0,400.0
392.0,400.0
290.0,400.0
256.0,400.0
312.0,400.0
412.0,400.0
495.0,400.0
518.0,400.0
471.0,400.0
393.0,400.0
364.0,400.0
356.0,456.0
376.0,545.0
434.0,627.0
646.0,588.0
711.0,477.0
589.0,361.0
359.0,247.0
162.0,136.0
107.0,212.0
229.0,297.0
417.0,382.0
463.0,460.0
488.0,401.0
460.0,283.0
386.0,166.0
149.0,75.0
67.0,164.0
187.0,256.0
442.0,349.0
658.0,441.0
755.0,510.0
638.0,390.0
398.0,390.0
383.0,370.0
378.0,370.0
386.0,403.0
426.0,492.0
542.0,530.0
600.0,545.0
534.0,458.0
398.0,387.0
388.0,402.0
385.0,402.0
390.0,411.0
443.0,505.0
635.0,594.0
732.0,556.0
629.0,436.0
397.0,369.0
343.0,341.0
322.0,341.0
347.0,359.0
407.0,408.0
501.0,486.0
539.0,486.0
490.0,438.0
389.0,478.0
298.0,542.0
270.0,574.0
320.0,628.0
412.0,628.0
525.0,561.0
561.0,517.0
498.0,434.0
352.0,316.0
111.0,198.0
41.0,101.0
187.0,189.0
439.0,280.0
579.0,370.0
614.0,458.0
519.0,507.0
312.0,385.0
74.0,325.0
36.0,255.0
211.0,285.0
404.0,285.0
414.0,375.0
416.0,395.0
407.0,395.0
373.0,395.0
328.0,325.0
327.0,289.0
368.0,351.0
500.0,440.0
644.0,511.0
636.0,511.0
480.0,511.0
348.0,511.0
295.0,511.0
304.0,511.0
371.0,511.0
439.0,511.0
492.0,511.0
487.0,511.0
427.0,511.0
364.0,511.0
327.0,511.0
335.0,511.0
382.0,511.0
452.0,511.0
495.0,511.0
480.0,511.0
418.0,511.0
