Date and Time:,2015-05-06 04:49:10.328
Player:,null
 
Optimal Path,Actual Path
400.0,359.5
275.0,359.5
113.0,223.5
128.0,159.5
304.0,275.5
419.0,395.5
470.0,511.5
480.0,435.5
441.0,435.5
392.0,351.5
377.0,343.5
375.0,343.5
388.0,343.5
476.0,455.5
642.0,579.5
654.0,631.5
510.0,507.5
305.0,387.5
157.0,267.5
152.0,195.5
298.0,319.5
481.0,443.5
610.0,559.5
610.0,559.5
481.0,439.5
279.0,315.5
134.0,191.5
151.0,195.5
321.0,315.5
535.0,439.5
697.0,559.5
681.0,647.5
489.0,519.5
314.0,399.5
227.0,275.5
245.0,275.5
353.0,395.5
544.0,515.5
689.0,635.5
661.0,531.5
477.0,411.5
319.0,291.5
243.0,203.5
265.0,203.5
370.0,203.5
564.0,203.5
