Date and Time:,2015-05-06 12:23:35.454
Player:,ADAM
 
Optimal Path,Actual Path
476.0,397.5
505.0,397.5
468.0,397.5
591.0,397.5
661.0,429.5
767.0,409.5
637.0,349.5
371.0,285.5
192.0,221.5
142.0,189.5
248.0,253.5
400.0,313.5
400.0,369.5
387.0,373.5
418.0,365.5
425.0,417.5
417.0,353.5
389.0,289.5
265.0,205.5
220.0,185.5
284.0,257.5
431.0,381.5
606.0,501.5
691.0,561.5
600.0,489.5
398.0,365.5
349.0,313.5
332.0,265.5
355.0,317.5
403.0,369.5
428.0,413.5
438.0,413.5
426.0,377.5
391.0,293.5
272.0,193.5
233.0,193.5
294.0,293.5
428.0,361.5
593.0,485.5
666.0,609.5
578.0,701.5
397.0,758.5
361.0,670.5
349.0,550.5
367.0,430.5
431.0,366.5
572.0,290.5
643.0,226.5
563.0,198.5
384.0,234.5
177.0,354.5
101.0,406.5
200.0,458.5
409.0,366.5
492.0,366.5
526.0,330.5
484.0,386.5
386.0,274.5
209.0,154.5
144.0,158.5
234.0,222.5
422.0,342.5
600.0,462.5
681.0,586.5
594.0,494.5
393.0,370.5
312.0,266.5
282.0,230.5
325.0,326.5
406.0,450.5
503.0,442.5
538.0,442.5
493.0,398.5
387.0,362.5
270.0,314.5
233.0,194.5
298.0,230.5
400.0,330.5
486.0,326.5
518.0,262.5
477.0,214.5
387.0,190.5
309.0,266.5
284.0,282.5
331.0,318.5
446.0,434.5
682.0,554.5
751.0,678.5
601.0,562.5
359.0,438.5
237.0,322.5
211.0,230.5
303.0,354.5
459.0,474.5
623.0,598.5
650.0,630.5
529.0,594.5
350.0,654.5
243.0,562.5
233.0,438.5
323.0,318.5
467.0,422.5
629.0,546.5
648.0,594.5
512.0,474.5
289.0,350.5
97.0,346.5
91.0,302.5
265.0,230.5
441.0,282.5
506.0,402.5
507.0,406.5
443.0,406.5
336.0,406.5
