Date and Time:,2015-05-06 05:55:37.344
Player:,null
 
Optimal Path,Actual Path
400.0,347.5
392.0,347.5
338.0,437.5
321.0,421.5
354.0,453.5
411.0,453.5
272.0,453.5
356.0,453.5
400.0,453.5
403.0,453.5
404.0,453.5
402.0,453.5
366.0,453.5
225.0,453.5
187.0,453.5
277.0,453.5
460.0,453.5
676.0,453.5
729.0,453.5
582.0,453.5
396.0,453.5
384.0,453.5
381.0,453.5
390.0,453.5
491.0,453.5
711.0,453.5
736.0,453.5
560.0,453.5
377.0,453.5
338.0,453.5
337.0,453.5
372.0,453.5
494.0,453.5
695.0,453.5
712.0,453.5
534.0,453.5
270.0,453.5
67.0,453.5
67.0,453.5
262.0,453.5
420.0,453.5
453.0,453.5
453.0,453.5
422.0,453.5
287.0,453.5
125.0,453.5
131.0,453.5
302.0,453.5
489.0,453.5
596.0,453.5
585.0,453.5
459.0,453.5
326.0,453.5
257.0,453.5
277.0,453.5
