Date and Time:,2015-05-06 04:49:45.714
Player:,null
 
Optimal Path,Actual Path
400.0,335.5
390.0,335.5
376.0,335.5
376.0,335.5
391.0,335.5
511.0,367.5
701.0,491.5
712.0,535.5
536.0,539.5
323.0,419.5
204.0,295.5
204.0,219.5
323.0,343.5
446.0,463.5
512.0,583.5
509.0,467.5
440.0,355.5
321.0,351.5
226.0,227.5
240.0,231.5
348.0,355.5
522.0,479.5
638.0,595.5
610.0,551.5
451.0,427.5
216.0,303.5
79.0,179.5
136.0,127.5
352.0,247.5
433.0,375.5
459.0,495.5
449.0,479.5
409.0,355.5
185.0,231.5
50.0,111.5
126.0,69.5
372.0,69.5
501.0,69.5
560.0,69.5
519.0,69.5
407.0,69.5
284.0,69.5
233.0,69.5
285.0,69.5
403.0,69.5
484.0,69.5
515.0,69.5
476.0,69.5
397.0,69.5
374.0,69.5
